Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
5647,12580707,"Naima TAKIOUTI","2024-09-07 18:39:00",0.77511,1,naimatakiouti
5648,12580709,tkwagh,"2024-09-07 18:39:24",0.77511,1,tkwagh
5649,12580776,Josepholy,"2024-09-07 19:18:14",0.77511,2,josepholy
5650,12580802,Dajidali,"2024-09-07 19:24:18",0.77511,1,ricardo0828
5651,12580786,LudovicN,"2024-09-07 19:28:00",0.77511,3,ludovicn
5652,12580794,"Hicham Tayfour","2024-09-13 21:41:13",0.77511,8,hichammunirtayfour
5653,12580851,"Pedro Henrique Rodriguez","2024-09-12 22:05:31",0.77511,11,pedrorodriguezx
5654,12580917,JayenFeng,"2024-09-07 20:37:36",0.77511,1,jayenfeng
5655,12580974,"Jamie Hands","2024-09-07 21:08:42",0.77511,1,jamiehands
5656,12580967,"Pedro Henrique Rodriguez Barbosa","2024-09-07 21:19:06",0.77511,6,pedrohenriquex
5657,11440132,"tianyu shi666","2024-09-07 21:40:05",0.77511,1,tianyushi666
5658,12581116,"Rodny Sanchez Reboiro","2024-09-07 23:05:29",0.77511,1,rodnysanchezreboiro
5659,8002561,"[Deleted] 62721dac-ffb5-4f44-a8bc-ad113f481dc8","2024-09-07 23:43:12",0.77511,3,del=0d589ca75fdad220
5660,12581148,"Mohammad Rajib","2024-09-07 23:44:27",0.77511,1,rajibreja
5661,12581325,"Santhosh Vaddi","2024-09-08 02:10:37",0.77511,1,santhoshvaddi
5662,12581389,JJunnnnn,"2024-09-08 03:04:54",0.77511,1,jjunnnnn
5663,12578986,"HIMANSHU KUMAR #3","2024-09-08 06:49:17",0.77511,6,himanshukumar1612
5664,12581530,VerityZ,"2024-09-08 04:29:32",0.77511,1,verityz
5665,12581538,Dee12345,"2024-09-08 04:36:13",0.77511,1,dee12345
5666,12581599,"Chen Dii","2024-09-08 05:07:44",0.77511,1,chendii
5667,12581629,"Pratik Patil #6","2024-09-08 05:26:19",0.77511,1,pratik306
5668,12379603,tanakayou,"2024-09-08 13:31:35",0.77511,4,tanakayou
5669,12581662,"Monon Ahmed","2024-09-08 05:39:49",0.77511,1,mononahmed
5670,12581838,cseju58,"2024-09-08 07:03:14",0.77511,1,badoljucse
5671,12581852,"Soundarya Baskar","2024-09-08 07:10:07",0.77511,1,soundaryabaskar
5672,12420674,"chia-en Li","2024-09-08 07:37:03",0.77511,7,chiaenli
5673,12581976,"William Sandall","2024-09-08 07:58:55",0.77511,1,williamsandall
5674,12582030,"Masaki Takemori","2024-09-08 08:22:13",0.77511,2,masakitakemori
5675,12582067,"Amanda Sutrisno","2024-09-08 08:37:54",0.77511,2,amandasutrisno
5676,12582176,ZZZZGOD,"2024-09-08 09:11:37",0.77511,1,zzzzgod
5677,12582241,"Sharkov Artem","2024-09-08 09:22:44",0.77511,1,sharkovartem
5678,12582249,Kora612,"2024-09-08 09:24:30",0.77511,1,kora612
5679,12582312,"Jocelyn Sasso","2024-09-08 09:43:18",0.77511,1,josass
5680,11631001,"Baptiste de LAVERNY","2024-09-08 09:44:09",0.77511,1,baptistedelaverny
5681,12582321,AaronLSY,"2024-09-08 09:46:46",0.77511,1,aaronlsy
5682,12582336,PMI_Champion,"2024-09-08 09:55:42",0.77511,1,pmichampion
5683,12582342,"Moussa Diakite","2024-09-08 09:57:24",0.77511,1,moussa2811
5684,12582421,srcupt,"2024-09-08 10:23:32",0.77511,1,srcupt
5685,12433908,"vamsi krishna3296","2024-09-08 10:33:32",0.77511,2,vamsikrishna3296
5686,12582445,"John Otomamay","2024-09-08 11:11:47",0.77511,2,charles0123
5687,12582488,"Mahir Tyagi","2024-09-26 08:04:27",0.77511,2,mahirhtyagi
5688,12582489,"Swapnil Dekate","2024-09-08 11:01:06",0.77511,1,swapnildekate
5689,12582571,Konstantin31,"2024-09-08 11:24:43",0.77511,1,konstantin31
5690,12582585,"stephane ouvrard","2024-09-08 11:33:10",0.77511,1,stephaneouvrard
5691,12582618,EliYordanova,"2024-09-08 11:46:55",0.77511,1,eliyordanova
5692,12582648,WeijieYuan159,"2024-09-08 11:54:44",0.77511,1,weijieyuan159
5693,12582595,FUllnsme,"2024-09-08 12:07:11",0.77511,7,fullnsme
5694,12582868,"Luna Zhu","2024-09-08 13:01:34",0.77511,1,xinyooz
5695,12582873,GinWua,"2024-09-08 13:04:11",0.77511,1,ginwua
5696,12582881,ShaoNian98,"2024-09-08 13:06:28",0.77511,1,shaonian98
5697,12582902,dingct,"2024-09-08 13:14:19",0.77511,1,dingct
5698,12583077,"Chiara Di Rienzo","2024-09-08 14:10:42",0.77511,2,chiaradirienzo
5699,12583088,Jaspreet2210,"2024-09-08 14:05:39",0.77511,1,jaspreet2210
5700,12583146,"Ash #6","2024-09-08 14:23:24",0.77511,1,ashwanthsudheer
5701,12583227,InfernoAsura23,"2024-09-08 14:47:40",0.77511,1,infernoasura23
5702,9838109,barbieri97,"2024-09-08 15:05:29",0.77511,1,barbieri97
5703,12583322,Minatavr,"2024-09-08 15:24:27",0.77511,1,minatavr
5704,12583365,"Aishwarya Banumathy","2024-09-08 15:38:10",0.77511,1,aishwaryabanumathy
5705,12583373,tonydavies,"2024-09-09 14:19:01",0.77511,3,tonydavies
5706,12583381,"calin cojan","2024-09-08 15:43:13",0.77511,1,calincojan
5707,12583390,"Рожков Павел Витальевич","2024-09-09 14:29:59",0.77511,2,parovit
5708,12583471,"Olga Nasaduk","2024-09-08 16:18:22",0.77511,1,olganasaduk
5709,12583486,"Conor Mulcrone","2024-10-05 02:17:30",0.77511,3,conormulcrone
5710,12583521,"Nicole Oladuji","2024-09-08 16:33:45",0.77511,1,nicoleoladuji
5711,12583577,"[Deleted] 1481e060-37e8-4a7f-9c5b-43ce0c213f57","2024-09-08 16:54:25",0.77511,1,del=1cfa8b84a9c076a0
5712,12583650,"Saanj Vij","2024-09-08 17:20:12",0.77511,1,saanjvij
5713,12583660,"Gubba Sai Ananya","2024-09-08 17:23:43",0.77511,1,gubbasaiananya
5714,12583700,"Ardi #3","2024-09-08 17:36:49",0.77511,1,compvis12345
5715,12579783,vidomirana,"2024-10-12 12:46:58",0.77511,13,vidomirana
5716,12583733,"yuanheng zhang","2024-09-08 18:11:08",0.77511,6,yuanhengzhang
5717,12583813,"Aisha Alnaqbi","2024-09-08 18:22:08",0.77511,1,aishaalnaqbi10
5718,12583822,ksenialfa,"2024-09-08 18:24:50",0.77511,1,ksenialfa
5719,12583931,"Cheri Micale","2024-09-08 19:17:20",0.77511,1,cmicale
5720,12583957,"Ross Aird","2024-09-08 19:32:35",0.77511,1,rossaird
5721,12584011,MONEKA,"2024-09-08 19:52:22",0.77511,1,monekaworkubermeji
5722,12584015,"Beka Meskhoradze","2024-09-08 21:08:50",0.77511,2,bekameskhoradze
5723,12584068,Vivaldi142857,"2024-09-08 20:22:38",0.77511,1,vivaldi19
5724,12584076,"Alisha Tak","2024-09-08 20:24:32",0.77511,1,alishatak
5725,12584118,"Karolis Vilpišauskas","2024-09-08 20:55:02",0.77511,1,aiftex
5726,12584121,"Mohamed Adel #3","2024-09-08 20:57:27",0.77511,1,mohamedadel00000
5727,12584136,"A Maxfield","2024-09-08 21:06:45",0.77511,1,amaxfield
5728,12584181,"Robert Ding #2","2024-09-08 21:34:34",0.77511,1,robertding
5729,12584193,"Artem Vazhnik","2024-09-08 21:44:06",0.77511,1,artemvazhnik
5730,12584229,"Tushar Gupta #6","2024-09-08 22:06:51",0.77511,1,tusharkgupta
5731,12584295,"Mahdi Askari2","2024-09-08 22:59:23",0.77511,2,mahdiaskari2
5732,12443708,Shibhaditya,"2024-09-08 22:54:42",0.77511,1,shibhaditya
5733,12584338,DanWei123456,"2024-09-08 23:19:20",0.77511,1,danwei123456
5734,4537263,"boutaina cherkaoui","2024-09-08 23:37:51",0.77511,1,boutainacherkaoui
5735,12584379,"Francisco Felix","2024-09-08 23:51:48",0.77511,1,franciscofelix85
5736,12584524,"Yiyang Steven","2024-09-16 23:03:02",0.77511,5,yiyangsteven
5737,12584551,yamaster,"2024-09-09 03:56:21",0.77511,4,yamaster
5738,12584614,Hakoda2000,"2024-09-09 02:02:00",0.77511,1,hakoda2000
5739,12584662,Nikera,"2024-09-09 02:16:09",0.77511,1,nikera
5740,12584669,sahdas,"2024-09-09 02:19:16",0.77511,1,asjcsnkjan
5741,12584672,"Ren Xiangle","2024-09-11 13:59:34",0.77511,2,renxiangle
5742,12584673,"Jeremy Brinkworth","2024-09-09 02:20:11",0.77511,1,jbrinkw
5743,12584748,"Huairen Zhang","2024-09-09 02:49:01",0.77511,1,huairenzhang
5744,12584869,Temple_of_light,"2024-09-09 03:35:51",0.77511,1,templeoflight
5745,9259314,gvimer,"2024-09-09 04:30:55",0.77511,1,gvimer
5746,12585051,"Adonias Caetano","2024-09-09 04:39:57",0.77511,1,adoniascaetano
5747,12585129,"Andre Basualto","2024-09-16 20:31:58",0.77511,2,andrebasualto
5748,12585219,RavsSharma6,"2024-09-09 05:40:45",0.77511,1,ravssharma6
5749,12585258,"Abhiudai Shahi","2024-09-09 06:02:38",0.77511,2,abhiudaishahi
5750,12585404,"Ashini Singha","2024-09-09 06:39:34",0.77511,2,ashinisingha
5751,12585421,Gregfu,"2024-09-09 06:36:33",0.77511,1,gregfu
5752,12585494,qxyqxy_0410,"2024-09-09 06:53:48",0.77511,1,qxyqxy0410
5753,12585526,"Kapil Kumar #2","2024-09-09 06:59:28",0.77511,1,kapilksidhu
5754,12585605,hwarange,"2024-09-09 08:32:03",0.77511,7,hwarange
5755,12585706,"hyunguk lee","2024-09-09 07:39:48",0.77511,1,hyunguklee
5756,12586067,"wen jiaqiang","2024-09-09 08:58:10",0.77511,2,needlecandy
5757,12586101,"Ami Goeree","2024-09-09 08:51:00",0.77511,1,amigoeree
5758,12586116,"Hanbin Jun","2024-09-09 08:52:12",0.77511,1,hanbinjun
5759,12586175,"Ranjeev Ram","2024-09-09 09:17:50",0.77511,4,ranjeevram
5760,12586187,takabon,"2024-09-11 10:40:15",0.77511,7,takarayusuke
5761,12586251,"Hua Zhang666666","2024-09-09 09:09:56",0.77511,1,huazhang666666
5762,12582425,AntonTum,"2024-09-09 10:08:42",0.77511,12,antontum
5763,12586556,wanyi13,"2024-09-09 10:10:05",0.77511,1,wanyi13
5764,12586621,"Bibek Gyanwali","2024-09-09 10:27:42",0.77511,1,bibekgyanwali
5765,12586771,hmntesss,"2024-09-09 11:07:19",0.77511,1,hemanthes
5766,8674732,"Saurabh Shashank","2024-09-09 11:29:14",0.77511,1,saurabhiet
5767,12586904,Akikawa,"2024-09-09 15:33:28",0.77511,2,tangmc
5768,12586905,"Pradeep Biswas","2024-09-09 11:42:07",0.77511,1,sagar070729p
5769,12586941,"Kaushik B #3","2024-09-09 11:52:16",0.77511,1,kaushikb02
5770,12587044,"Mohammed Huzaif S","2024-09-09 12:18:24",0.77511,1,mohammedhuzaifs
5771,12585575,zhahai,"2024-09-09 13:08:31",0.77511,6,zhahai
5772,12587160,"Kafu Morisaki","2024-09-09 12:48:14",0.77511,1,kafumorisaki
5773,12587162,"Katia Laghadvg","2024-09-09 12:49:41",0.77511,1,katialaghadvg
5774,12587169,"Jorge Contreras Prince","2024-09-09 12:51:05",0.77511,1,jorgecontrerasprince
5775,12587219,ClayWZFB,"2024-09-09 13:01:22",0.77511,1,claywzfb
5776,12587292,"[Deleted] edcc3e87-3d39-4a7b-abed-833be28715ea","2024-09-09 13:13:43",0.77511,1,del=91cf1fb4b2013c30
5777,12587337,chance2333,"2024-09-09 13:17:28",0.77511,1,chance2333
5778,12587430,"Hakan Özer","2024-09-09 13:31:27",0.77511,1,hakanozer
5779,12586379,gizemkaryagdi,"2024-09-09 14:17:27",0.77511,5,gizemkaryagdi
5780,12587572,"Sameer Chaurasia","2024-09-09 14:00:15",0.77511,1,sameerchaurasia101
5781,12587611,wangsheng31415,"2024-09-09 14:09:06",0.77511,1,wangsheng31415
5782,12587676,"Edgar Siu","2024-09-09 14:24:52",0.77511,1,edgarsiu
5783,12587678,"Li Weijia0227","2024-09-09 14:25:28",0.77511,1,liweijia0227
5784,12587788,"Guillaume Lacroix","2024-09-09 14:56:19",0.77511,1,guillaumelacroix
5785,12587838,"Arjun Sunil","2024-09-09 15:10:09",0.77511,1,arjunsunil4534
5786,12587839,Yuejiao_Yang_LL,"2024-09-09 15:10:24",0.77511,1,yuejiaoyangll
5787,12587859,"Kyrie Kobe","2024-09-09 15:15:38",0.77511,1,kyriekobe
5788,12587924,"Antonio Nieto #2","2024-09-09 15:23:11",0.77511,1,anietop
5789,12587949,yasminebenj,"2024-09-09 15:31:04",0.77511,1,yasminebenj
5790,12588063,"Coral Page","2024-09-09 15:56:45",0.77511,1,coralpage
5791,12588076,"Kyle D McCurdy","2024-09-09 16:01:20",0.77511,1,kyledmccurdy
5792,12588094,reirra,"2024-09-09 16:06:03",0.77511,1,reirra
5793,12588216,"Vlad #5","2024-09-09 16:42:55",0.77511,1,vladzenko
5794,12588250,YashPinjarkar10,"2024-09-09 16:53:08",0.77511,1,yashpinjarkar10
5795,12588256,XUANYI25,"2024-09-09 17:24:21",0.77511,8,xuanyi25
5796,12588366,"Alex Kramer","2024-09-09 17:28:28",0.77511,1,mrwetzelpretzel
5797,12588660,"mysteria herron","2024-09-09 17:42:51",0.77511,1,mysteriaherron
5798,12588663,plolil,"2024-09-26 16:21:34",0.77511,2,plolil
5799,12588803,SonKau,"2024-09-09 18:03:00",0.77511,1,sonkau
5800,12588851,IanW123,"2024-09-09 18:12:09",0.77511,1,ianw123
5801,12588958,Emre_Karakas2,"2024-09-09 18:58:43",0.77511,3,emrekarakas2
5802,12589005,"Emma Adamczyk","2024-09-09 18:51:05",0.77511,1,emmaadamczyk
5803,12589048,"Hand of Midas","2024-09-09 19:04:40",0.77511,1,alinteodorbratu
5804,12589072,"Daniel Roa","2024-09-09 19:11:42",0.77511,1,danielroa27
5805,12589099,"Clark Shueh","2024-09-09 19:18:48",0.77511,1,clarkshueh
5806,12589160,"AOTO IZAWA","2024-09-09 20:09:37",0.77511,3,aotoizawa
5807,12589248,yeazal,"2024-09-26 18:46:27",0.77511,3,yeazal
5808,12589262,"Henry Yanster","2024-09-09 20:10:45",0.77511,1,henryyanster
5809,12589278,lessvay,"2024-09-09 20:14:42",0.77511,1,lessvay
5810,12589279,sourav3123,"2024-09-09 20:15:09",0.77511,1,sourav3123
5811,12589362,"cristian salazar","2024-09-09 20:41:58",0.77511,1,cristiansalazar10
5812,12589382,"Lucas Hagemeister","2024-09-09 20:51:04",0.77511,2,lucashagemeister
5813,5050710,FrankEBaru,"2024-09-09 21:13:44",0.77511,2,frankebaru
5814,12589466,"Julien Therier","2024-09-09 21:25:41",0.77511,1,julientherier
5815,12589638,"Senior Berndt","2024-09-09 22:51:04",0.77511,1,seniorberndt
5816,12589648,"Jerald Osco","2024-09-09 23:01:17",0.77511,1,jeraldosco
5817,12589668,HeinousYork,"2024-09-09 23:14:49",0.77511,1,heinousyork
5818,12589821,BoyuLi3,"2024-09-10 03:27:42",0.77511,3,boyuli3
5819,12589854,"CHRISTIAN PARRABA","2024-09-10 01:04:57",0.77511,1,christianparraba
5820,12589885,"Agustin #4","2024-09-10 01:18:23",0.77511,1,agustinng
5821,12589947,"kubota s","2024-09-10 01:37:39",0.77511,1,kubotas
5822,12589991,riyas21,"2024-09-10 01:59:58",0.77511,1,riyas21
5823,12590025,zzzzzzzzxh,"2024-09-10 02:10:56",0.77511,1,zzzzzzzzxh
5824,12590029,wydime,"2024-09-10 02:11:38",0.77511,1,wydime
5825,12590035,"Kieran Knock","2024-09-10 02:12:23",0.77511,1,kieranknock
5826,12587529,"Ziming Tang","2024-09-11 13:33:27",0.77511,5,zimingtang
5827,12590181,ymdbro,"2024-09-10 02:41:14",0.77511,1,ymdbro
5828,12590231,"Jared Galindo Hernande","2024-09-10 02:53:42",0.77511,1,jaredgalindohernande
5829,12590272,iamshubhajain2512,"2024-09-10 03:08:28",0.77511,2,iamshubhajain2512
5830,12590294,"Lee Hyeongjun","2024-09-10 03:14:15",0.77511,1,krgrooty
5831,382575,KangPrayit,"2024-09-20 02:14:43",0.77511,2,prayitno
5832,12590448,"Tank Caesar","2024-09-10 04:05:53",0.77511,1,tankcaesar
5833,12590577,"Sambhu Balakrishnan","2024-09-10 04:51:50",0.77511,1,sambhubalakrishnan02
5834,12590578,"Raghvendra Singh","2024-09-10 04:51:57",0.77511,1,rsingh25
5835,12590623,JATSADA,"2024-09-10 05:05:32",0.77511,1,jatsada
5836,12590553,crepei,"2024-09-10 05:11:16",0.77511,7,crepei
5837,12590559,"Paweena Thothatsa","2024-09-10 05:15:33",0.77511,2,paweenathothatsa
5838,12590668,taksaporn260404,"2024-09-10 05:16:59",0.77511,1,taksaporn260404
5839,9379342,"Mishanya Corleone","2024-09-10 05:35:54",0.77511,1,mishanyacorleone
5840,12590724,IshikaK,"2024-09-10 05:37:01",0.77511,1,ishikak1
5841,12590793,amanshaw101,"2024-09-10 05:53:18",0.77511,1,amanshaw101
5842,12590798,"Anees Umar","2024-09-10 05:54:29",0.77511,1,aneesumar
5843,12591094,alflfaansm,"2024-09-10 07:08:13",0.77511,1,alflfaansm
5844,12591144,Jason_聿修,"2024-09-10 07:20:54",0.77511,1,maoyuanyuan
5845,12591212,Mozhi06,"2024-09-10 07:35:45",0.77511,1,mozhi06
5846,12591225,AmaarGondal,"2024-09-10 07:38:43",0.77511,1,amaargondal
5847,12591268,"Venugopal Gorantla","2024-09-10 07:50:21",0.77511,1,venugopalgorantla
5848,6985116,"RuoChen Song","2024-09-16 09:42:05",0.77511,5,ruochensong
5849,12591501,ShoakXu,"2024-09-10 08:43:39",0.77511,1,shoakxu
5850,12554905,"Rishav Walde","2024-09-10 08:54:47",0.77511,3,rishavwalde
5851,12591508,HytSsk,"2024-09-10 08:45:16",0.77511,1,hytssk
5852,12591498,chy345,"2024-09-10 08:54:00",0.77511,3,chy345
5853,12591524,"Kentoku Matsunami","2024-09-10 08:56:56",0.77511,2,kentokumatsunami
5854,12591555,"Yasser Yousfi","2024-09-10 08:54:46",0.77511,1,yasseryousfi
5855,12591568,Jyanalyst,"2024-09-10 08:57:27",0.77511,1,jyanalyst
5856,12591570,moolukk,"2024-09-10 08:57:45",0.77511,1,moolukk
5857,12591572,"Ly kurgus","2024-09-10 08:58:23",0.77511,1,lykurgus
5858,12591602,Manojkumar1976,"2024-09-10 09:08:17",0.77511,1,manojkumar1976
5859,12591688,"Glück Polem4ik","2024-09-10 09:26:24",0.77511,1,glckpolem4ik
5860,12591699,"Tymofii Kharin1","2024-09-10 09:40:14",0.77511,3,tymofiikharin1
5861,12591702,"Elena Arenal Barrantes","2024-09-10 09:35:10",0.77511,2,elenaarenalbarrantes
5862,12591712,Lie,"2024-09-10 09:31:13",0.77511,1,lie334151
5863,12591726,"Guille Garranz","2024-09-10 09:35:31",0.77511,1,guillegarranz
5864,12591753,Nektaru,"2024-09-10 09:39:51",0.77511,1,nektaru
5865,12591754,RaheliAnn,"2024-09-10 09:40:05",0.77511,1,raheliann
5866,12591758,"Donato Marino","2024-09-10 10:11:00",0.77511,3,donatomarino
5867,12591764,"Laura Almonacid P","2024-09-10 09:41:47",0.77511,1,lauraalmonacidp
5868,12591773,jaime_dfc,"2024-09-10 09:42:27",0.77511,1,jaimedfc
5869,12591774,"Carmen Pareja","2024-09-10 09:42:29",0.77511,1,carmenpareja
5870,12591792,"Giulia Rivetti","2024-09-10 09:45:15",0.77511,1,giuliarivetti
5871,12591813,RoMartin,"2024-09-10 09:49:01",0.77511,1,romartin
5872,12591820,"Santi R.L","2024-09-10 09:50:20",0.77511,1,santirl
5873,12591838,lmtinez,"2024-09-10 09:53:07",0.77511,1,lmtinez
5874,12591896,Shridharshende,"2024-09-10 10:06:31",0.77511,1,shridharshende
5875,12591911,sandrabf,"2024-09-10 10:10:08",0.77511,1,sandrabf
5876,12591946,"[Deleted] 371aba75-1c9c-4ecc-bfd3-363e0664b2a0","2024-09-10 10:15:51",0.77511,1,del=2a58490ac382c2d7
5877,12591957,nachojimenenzen,"2024-09-10 10:17:58",0.77511,1,nachojimenenzen
5878,12591997,"Gwenael Bertrand","2024-09-10 13:26:32",0.77511,2,gwenaelbertrand
5879,12592004,"maxim storm","2024-09-10 10:32:01",0.77511,1,maximstorm
5880,12592036,"vasily ryabtsev","2024-09-10 10:39:35",0.77511,1,vasilyryabtsev
5881,12592042,Murat57,"2024-09-10 10:41:26",0.77511,1,murat57
5882,12592068,"Toni Crespo Mengual","2024-09-10 10:48:16",0.77511,1,tonicrespomengual
5883,12592115,"khaled aldef","2024-09-10 10:59:30",0.77511,1,khaledaldef
5884,12592211,"Bartek Jakubek","2024-09-10 11:21:50",0.77511,1,bartekjakubek
5885,12592214,"kliff morris","2024-09-10 11:22:20",0.77511,1,kliffmorris
5886,12592219,"Maite Morales carreras","2024-09-10 11:23:08",0.77511,1,maitemoralescarreras
5887,12592229,"Omer Sutovsky","2024-09-10 11:26:14",0.77511,1,omersutovsky
5888,12592332,youyyyy,"2024-09-10 11:54:37",0.77511,1,youyyyy
5889,12592368,"A Ballpark Figure","2024-09-10 12:03:27",0.77511,1,ballpark
5890,12592388,"xingyu chen","2024-09-10 12:08:09",0.77511,1,cstary
5891,12592491,"Svetlana Protsko","2024-09-10 12:36:16",0.77511,1,svetlanaprotsko
5892,12592636,"ZHENG CHUNYING","2024-09-10 13:08:42",0.77511,1,zhengchunying
5893,12592640,"Alejandro Co Ra","2024-09-10 13:10:16",0.77511,1,alejandrocora
5894,12592747,"Nkosi Phillip","2024-09-10 13:33:07",0.77511,1,nkosiphillip
5895,12592762,"Will Bloomfield","2024-09-10 13:35:09",0.77511,1,willbloomfield
5896,12592799,DS_Laura,"2024-09-10 15:15:03",0.77511,2,dslaura
5897,12592890,ymboojp,"2024-09-10 14:06:02",0.77511,1,ymboojp
5898,12592897,ArtemVashina,"2024-09-10 14:07:24",0.77511,1,artemvashina
5899,12592963,Brian_Lim_Sheng,"2024-09-10 14:24:47",0.77511,1,brianlimsheng
5900,12592973,Yaooch,"2024-09-10 14:26:34",0.77511,1,yaooch
5901,12592974,"Nils Kutter","2024-09-10 14:26:39",0.77511,1,agentchou
5902,12592975,"Raquel Navarro Ramos","2024-09-10 14:29:23",0.77511,2,raquelnavarroramos
5903,12593011,"Axlaam c/qadir Maxamud","2024-09-10 14:33:55",0.77511,1,axlaamcqadirmaxamud
5904,12593023,WeiLiu945,"2024-09-14 16:52:13",0.77511,3,weiliu945
5905,12475191,"Guo Johnny","2024-09-10 14:54:28",0.77511,1,johnnyguofrombay
5906,12593200,rafacommando,"2024-09-10 15:51:14",0.77511,3,rafacommando
5907,12593296,AlexMonfort,"2024-09-13 18:44:16",0.77511,5,alexmonfort
5908,12466360,AlexJAmedia,"2024-09-10 16:12:44",0.77511,1,alexjamedia
5909,12593403,"Pat A #2","2024-09-10 16:26:19",0.77511,2,ppa105
5910,12593420,"Zara #3","2024-09-10 16:29:39",0.77511,1,zara04
5911,12593474,fedom108,"2024-09-17 14:49:55",0.77511,5,fedom108
5912,12593509,"Ian Thorneus","2024-09-10 16:53:15",0.77511,1,ianthorneus
5913,12593714,"Tomos Brenchley","2024-09-10 17:52:03",0.77511,1,tomosbrenchley
5914,12593728,"Michael Smith #4","2024-09-10 17:55:24",0.77511,1,smithaero12
5915,12593756,"[Deleted] 7c4da3cc-c5b1-48e7-a64e-1353bc03b38b","2024-09-11 18:36:13",0.77511,4,del=627a26662dd48da5
5916,2880126,kuldeep_007,"2024-09-10 18:07:34",0.77511,2,kuldeepdhadhwal
5917,12593864,yihooyi,"2024-09-10 18:49:18",0.77511,1,yihooyi
5918,12593872,"Ritesh Kavungal","2024-09-10 18:51:16",0.77511,1,riteshkavungal
5919,12593936,"Lorenzo Basavecchia","2024-09-19 15:24:16",0.77511,2,lorenzobasavecchia
5920,12593971,vahmad,"2024-09-10 19:26:24",0.77511,1,vahmad
5921,12594046,Aboo_Shady,"2024-09-10 19:49:00",0.77511,1,abooshady
5922,12594162,sillymultifora,"2024-09-10 20:38:22",0.77511,1,sillymultifora
5923,12594300,"Savannah Shannon","2024-09-10 21:42:28",0.77511,1,snshannon08
5924,12594332,"Bridget Bates","2024-09-13 22:56:15",0.77511,5,bridgetbates
5925,12594471,"Toyohito Murooka","2024-09-10 23:18:38",0.77511,1,toyohitomurooka
5926,12594488,"Sravani Neelapala","2024-09-10 23:27:09",0.77511,1,sravanineelapala
5927,12594521,"Veda vyas","2024-09-10 23:46:21",0.77511,1,vvyasb
5928,12594540,"Md Mahfuzur Rahman","2024-09-11 00:01:09",0.77511,1,iammahfuz
5929,12594574,"J wowwwwwww","2024-09-11 00:18:41",0.77511,1,jwowwwwwww
5930,12589294,"Hayden Amacio","2024-09-11 00:22:21",0.77511,14,haydenamacio
5931,12594653,"Avinash Saxena","2024-09-11 01:00:23",0.77511,2,avinashsaxena
5932,12594675,"Jiahui Hong","2024-09-11 01:05:20",0.77511,1,shakesbeer0110
5933,12594683,GoldenGoat26,"2024-09-11 01:07:04",0.77511,1,goldengoat26
5934,12594758,"Asliddin Abdumannonov","2024-09-11 01:31:14",0.77511,1,globalstudent
5935,12594773,"Ian Amaral","2024-09-11 01:41:39",0.77511,1,ianamaral
5936,12594782,"KenJorren Culata","2024-09-11 01:46:36",0.77511,1,kenjorrenculata
5937,12594784,"Dantie Dameto","2024-09-11 01:46:40",0.77511,1,dantiedameto
5938,12594882,"Trevor Nghiem","2024-09-11 02:25:18",0.77511,1,trevornghiem
5939,12594831,"Trinity R","2024-09-11 02:45:58",0.77511,1,trinityr
5940,12595038,GAORRR,"2024-09-11 03:22:29",0.77511,1,gaorrr
5941,12595041,JesusMeister,"2024-09-11 03:24:02",0.77511,1,jesusmeister
5942,12595069,"shanie Ng","2024-09-11 03:36:15",0.77511,1,shanieng
5943,12595134,Tejas_A_Joshi,"2024-09-11 04:03:33",0.77511,1,tejasajoshi
5944,12595151,"Lloyd Seo","2024-09-11 05:10:42",0.77511,3,lloydseo
5945,12595244,"Doniyorbek Rakhmonberdiev","2024-09-11 12:27:18",0.77511,6,dro752
5946,1004874,"John Kang","2024-09-11 05:04:18",0.77511,1,djohnkang
5947,12595284,"Smarika Thapa","2024-09-11 05:07:15",0.77511,1,smarikathapa
5948,12595293,TirthDoshi,"2024-09-11 05:10:21",0.77511,1,tirthdoshi1999
5949,12568266,"ROHIT #4","2024-09-11 05:16:58",0.77511,5,rohit180702
5950,12595315,"G Srinivasarao","2024-09-11 05:21:37",0.77511,1,rakesh309
5951,12595337,"Monarch Chen","2024-09-11 05:28:04",0.77511,1,monarchchen
5952,12595420,obaraH,"2024-09-11 05:52:13",0.77511,1,obarah
5953,12595497,itayperi14,"2024-09-11 06:13:39",0.77511,1,itayperi14
5954,12595504,"Vijaya Bhaskar Eswaran","2024-09-11 06:15:18",0.77511,1,vijayabhaskareswaran
5955,12595542,jehyuns,"2024-09-11 06:24:51",0.77511,1,jehyuns
5956,12595551,20212121010_junejuice,"2024-09-11 09:13:20",0.77511,8,junejuice
5957,12595591,bonobono0402,"2024-10-12 13:40:32",0.77511,6,bonobono0402
5958,3935560,"Yun Shin Lee","2024-09-11 07:11:04",0.77511,3,yunshinlee
5959,12595744,TeddyLiouville,"2024-09-11 07:20:52",0.77511,1,teddyliouville
5960,12595796,"Danial #3","2024-09-11 07:35:57",0.77511,1,danialbunyamin
5961,12595819,Minheejin,"2024-09-11 08:00:33",0.77511,2,minheejin
5962,12595860,kwbtecon,"2024-09-11 07:54:30",0.77511,1,kwbtecon
5963,12595877,"Dillon #4","2024-09-11 08:20:21",0.77511,2,dillonbreen
